id	名字	解锁类型 1等级 2地图	解锁参数	type	value1	value2	value3	材料type	材料value1	材料value2	材料value3	材料type	材料value1	材料value2	材料value3	材料type	材料value1	材料value2	材料value3	材料type	材料value1	材料value2	材料value3	金币
4163	神器163			4	3103	1	0	2	30020001	480	0													20000
4164	神器164			4	3104	1	0	2	30020001	480	0													20000
4165	神器165			4	3105	1	0	2	30020001	480	0													20000
4166	神器166			4	4101	1	0	2	30020001	480	0													20000
4167	神器167			4	4102	1	0	2	30020001	480	0													20000
4168	神器168			4	4103	1	0	2	30020001	480	0													20000
4169	神器169			4	4104	1	0	2	30020001	480	0													20000
4170	神器170			4	4105	1	0	2	30020001	480	0													20000
4171	神器171			4	5101	1	0	2	30020001	480	0													20000
4172	神器172			4	5102	1	0	2	30020001	480	0													20000
4173	神器173			4	5103	1	0	2	30020001	480	0													20000
4174	神器174			4	5104	1	0	2	30020001	480	0													20000
4175	神器175			4	5105	1	0	2	30020001	480	0													20000
4176	神器176			4	6101	1	0	2	30020001	480	0													20000
4177	神器177			4	6102	1	0	2	30020001	480	0													20000
4178	神器178			4	6103	1	0	2	30020001	480	0													20000
4179	神器179			4	6104	1	0	2	30020001	480	0													20000
4180	神器180			4	6105	1	0	2	30020001	480	0													20000
4181	神器181			4	7101	1	0	2	30020001	480	0													20000
4182	神器182			4	7102	1	0	2	30020001	480	0													20000
4183	神器183			4	7103	1	0	2	30020001	480	0													20000
4184	神器184			4	7104	1	0	2	30020001	480	0													20000
4185	神器185			4	7105	1	0	2	30020001	480	0													20000
4186	神器186			4	8101	1	0	2	30020001	480	0													20000
4187	神器187			4	8102	1	0	2	30020001	480	0													20000
4188	神器188			4	8103	1	0	2	30020001	480	0													20000
4189	神器189			4	8104	1	0	2	30020001	480	0													20000
4190	神器190			4	8105	1	0	2	30020001	480	0													20000
4191	神器191			4	9101	1	0	2	30020001	480	0													20000
4192	神器192			4	9102	1	0	2	30020001	480	0													20000
4193	神器193			4	9103	1	0	2	30020001	480	0													20000
4194	神器194			4	9104	1	0	2	30020001	480	0													20000
4195	神器195			4	9105	1	0	2	30020001	480	0													20000
4196	神器196			4	10101	1	0	2	30020001	480	0													20000
4197	神器197			4	10102	1	0	2	30020001	480	0													20000
4198	神器198			4	10103	1	0	2	30020001	480	0													20000
4199	神器199			4	10104	1	0	2	30020001	480	0													20000
4200	神器200			4	10105	1	0	2	30020001	480	0													20000
4201	神器201			4	11101	1	0	2	30020001	480	0													20000
4202	神器202			4	11102	1	0	2	30020001	480	0													20000
4203	神器203			4	11103	1	0	2	30020001	480	0													20000
4204	神器204			4	11104	1	0	2	30020001	480	0													20000
4205	神器205			4	11105	1	0	2	30020001	480	0													20000
4206	神器206			4	12101	1	0	2	30020001	480	0													20000
4207	神器207			4	12102	1	0	2	30020001	480	0													20000
4208	神器208			4	12103	1	0	2	30020001	480	0													20000
4209	神器209			4	12104	1	0	2	30020001	480	0													20000
4210	神器210			4	12105	1	0	2	30020001	480	0													20000
4211	神器211			4	13101	1	0	2	30020001	480	0													20000
4212	神器212			4	13102	1	0	2	30020001	480	0													20000
4213	神器213			4	13103	1	0	2	30020001	480	0													20000
4214	神器214			4	13104	1	0	2	30020001	480	0													20000
4215	神器215			4	13105	1	0	2	30020001	480	0													20000
4216	神器216			4	14101	1	0	2	30020001	480	0													20000
4217	神器217			4	14102	1	0	2	30020001	480	0													20000
4218	神器218			4	14103	1	0	2	30020001	480	0													20000
4219	神器219			4	14104	1	0	2	30020001	480	0													20000
4220	神器220			4	14105	1	0	2	30020001	480	0													20000
4221	神器221			4	15101	1	0	2	30020001	480	0													20000
4222	神器222			4	15102	1	0	2	30020001	480	0													20000
4223	神器223			4	15103	1	0	2	30020001	480	0													20000
4224	神器224			4	15104	1	0	2	30020001	480	0													20000
4225	神器225			4	15105	1	0	2	30020001	480	0													20000
