id	中文	英文
t_equip_name_10605	业火手套	
t_equip_name_10606	业火夹克	
t_equip_name_10607	业火腰带	
t_equip_name_10608	业火短靴	
t_equip_name_10701	荣耀	
t_equip_name_10702	无畏盾牌	
t_equip_name_10703	勇气头盔	
t_equip_name_10704	勇气护肩	
t_equip_name_10705	勇气手套	
t_equip_name_10706	勇气护甲	
t_equip_name_10707	勇气腰带	
t_equip_name_10708	勇气长靴	
t_equip_name_10801	誓言	
t_equip_name_10802	旧人盾牌	
t_equip_name_10803	冰原绒帽	
t_equip_name_10804	冰原披肩	
t_equip_name_10805	冰原手套	
t_equip_name_10806	冰原皮甲	
t_equip_name_10807	冰原腰带	
t_equip_name_10808	冰原皮靴	
t_equip_name_10901	圣痕	
t_equip_name_10902	宽恕盾牌	
t_equip_name_10903	骑士头盔	
t_equip_name_10904	骑士肩甲	
t_equip_name_10905	骑士手套	
t_equip_name_10906	骑士战衣	
t_equip_name_10907	骑士腰带	
t_equip_name_10908	骑士战靴	
t_equip_name_11001	幕落	
t_equip_name_11002	天穹盾牌	
t_equip_name_11003	苍穹头盔	
t_equip_name_11004	苍穹肩甲	
t_equip_name_11005	苍穹手套	
t_equip_name_11006	苍穹铠甲	
t_equip_name_11007	苍穹腰带	
t_equip_name_11008	苍穹战靴	
t_equip_name_11101	炼狱	
t_equip_name_11102	虚无盾牌	
t_equip_name_11103	恶魔面具	
t_equip_name_11104	恶魔护肩	
t_equip_name_11105	恶魔手套	
t_equip_name_11106	恶魔甲胄	
t_equip_name_11107	恶魔腰带	
t_equip_name_11108	恶魔战靴	
t_equip_name_11201	怒鲨	
t_equip_name_11202	海神盾牌	
t_equip_name_11203	波塞冬头环	
t_equip_name_11204	波塞冬肩甲	
t_equip_name_11205	波塞冬手套	
t_equip_name_11206	波塞冬铠甲	
t_equip_name_11207	波塞冬腰带	
t_equip_name_11208	波塞冬战靴	
t_equip_name_11301	龙约	
t_equip_name_11302	天龙盾牌	
t_equip_name_11303	龙鸣头盔	
t_equip_name_11304	龙鸣肩甲	
t_equip_name_11305	龙鸣手套	
t_equip_name_11306	龙鸣战铠	
t_equip_name_11307	龙鸣腰带	
t_equip_name_11308	龙鸣铠靴	
t_equip_name_11401	破灭	
t_equip_name_11402	命运盾牌	
t_equip_name_11403	永生头盔	
t_equip_name_11404	永生护肩	
t_equip_name_11405	永生手套	
t_equip_name_11406	永生铠甲	
t_equip_name_11407	永生腰带	
t_equip_name_11408	永生长靴	
t_equip_name_11501	律法	
t_equip_name_11502	真理盾牌	
t_equip_name_11503	正义皇冠	
t_equip_name_11504	正义护肩	
t_equip_name_11505	正义手套	
t_equip_name_11506	正义护甲	
t_equip_name_11507	正义腰带	
t_equip_name_11508	正义铠靴	
t_equip_level_name_1	下品·	
t_equip_level_name_2	下品·	
t_equip_level_name_3	下品·	
t_equip_level_name_4	中品·	
t_equip_level_name_5	中品·	
t_equip_level_name_6	中品·	
t_equip_level_name_7	上品·	
t_equip_level_name_8	上品·	
t_equip_level_name_9	上品·	
t_equip_level_name_10	极品·	
t_equip_enchant_name_1001	D力量	
t_equip_enchant_name_1002	D智慧	
t_equip_enchant_name_1003	D体质	
t_equip_enchant_name_1004	D技巧	
t_equip_enchant_name_1005	D幸运	
t_equip_enchant_name_1006	D意志	
t_equip_enchant_name_2001	C力量	
t_equip_enchant_name_2002	C智慧	
t_equip_enchant_name_2003	C体质	
t_equip_enchant_name_2004	C技巧	
t_equip_enchant_name_2005	C幸运	
t_equip_enchant_name_2006	C意志	
t_equip_enchant_name_3001	B力量	
t_equip_enchant_name_3002	B智慧	
t_equip_enchant_name_3003	B体质	
t_equip_enchant_name_3004	B技巧	
t_equip_enchant_name_3005	B幸运	
t_equip_enchant_name_3006	B意志	
t_equip_enchant_name_4001	A力量	
t_equip_enchant_name_4002	A智慧	
t_equip_enchant_name_4003	A体质	
t_equip_enchant_name_4004	A技巧	
t_equip_enchant_name_4005	A幸运	
t_equip_enchant_name_4006	A意志	
t_equip_enchant_name_5001	S力量	
t_equip_enchant_name_5002	S智慧	
t_equip_enchant_name_5003	S体质	
t_equip_enchant_name_5004	S技巧	
t_equip_enchant_name_5005	S幸运	
t_equip_enchant_name_5006	S意志	
t_equip_enchant_name_6001	SS力量	
t_equip_enchant_name_6002	SS智慧	
t_equip_enchant_name_6003	SS体质	
t_equip_enchant_name_6004	SS技巧	
t_equip_enchant_name_6005	SS幸运	
t_equip_enchant_name_6006	SS意志	
t_equip_enchant_name_7001	SSS力量	
t_equip_enchant_name_7002	SSS智慧	
t_equip_enchant_name_7003	SSS体质	
t_equip_enchant_name_7004	SSS灵活	
t_equip_enchant_name_7005	SSS幸运	
t_equip_enchant_name_7006	SSS意志	
t_error_desc_20001	解析消息错误	
t_error_desc_20002	客户端连接不存在，重新登陆	
t_error_desc_20003	已经登陆或正在登陆	
t_error_desc_20004	您的号已被其他玩家登陆	
t_error_desc_20005	重登失败	
t_error_desc_20006	登陆失败	
t_error_desc_20007	重连失败 请重新登录	
t_error_desc_20008	名字已存在	
t_error_desc_20009	非法的名字	
t_error_desc_20010	非法操作	
t_error_desc_20011	加载数据出错	
t_error_desc_20012	钻石不足	
t_error_desc_20013	道具数量不足	
t_error_desc_20014	资源不足	
t_error_desc_20015	次数不足	
t_error_desc_20016	金币不足	
t_error_desc_20017	等级不足	
t_error_desc_20018	非法的内容	
t_error_desc_20019	无效的GM命令	
t_error_desc_20020	线上环境请关闭DEBUG_CHECK	
t_error_desc_20021	控制台登陆错误	
t_error_desc_20022	您的装备太多了，请分解一些	
t_error_desc_20023	服务器正在维护	
t_error_desc_20024	进入战斗失败	
t_error_desc_20025	服务器id不匹配	
t_error_desc_20026	暂未开放，敬请期待	
t_error_desc_20027	同一个消息连续发送	
t_error_desc_20028	昵称错误	
t_error_desc_20029	竞技场等级不够	
t_error_desc_20030	竞技场没有挑战次数	
t_error_desc_20049	该地图未解锁	
t_error_desc_20050	未开启此副本	
t_error_desc_20051	不是随机副本	
t_error_desc_20033	超出背包装备最大容量	
t_error_desc_20034	不满足装备穿戴等级	
t_error_desc_20100	时间校验错误	
t_get_name_1	野外战斗	
t_get_name_2	野外精英	
t_get_name_3	野外副本	
t_get_name_4	神器副本	
t_get_name_5	龙之塔	
t_get_name_6	竞技场	
t_get_name_7	奇遇	
t_get_name_8	猎杀任务	
t_get_name_9	锻造	
t_get_name_10	分解	
t_get_name_11	商店	
t_get_name_12	幸运商店	
t_get_name_13	每日任务	
t_get_name_100	活动	
t_get_name_10001	签到	
t_get_name_20001	附魔	
t_get_name_20002	强化	
t_get_name_20003	重铸	
t_get_name_20004	镶嵌	
t_item_name_10010001	魔兽令牌	
t_item_name_10010002	诸神遗物	
t_item_name_10020001	宠物精华	
t_item_name_10030001	幸运钥匙	
t_item_name_10040001	宝石铲	
t_item_name_30020001	祝福石	
t_item_name_30020002	幸运石	
t_item_name_30020003	灵魂石	
t_item_name_30020004	奇迹石	
t_item_name_30030001	低级饲料	
t_item_name_30030002	中级饲料	
t_item_name_30030003	高级饲料	
t_item_name_30040001	重铸石	
t_item_name_30040002	改造石	
t_item_name_30040003	蜕变石	
t_item_name_30040004	混沌石	
t_item_name_30050001	神器精华	
t_item_name_50010101	魔铁	
t_item_name_50010102	坚铜	
t_item_name_50010103	清银	
t_item_name_50010104	秘银	
t_item_name_50010105	精金	
t_item_name_50010201	毛发	
t_item_name_50010202	呢绒	
t_item_name_50010203	纤维布	
t_item_name_50010204	巨龙革	
t_item_name_50010205	星鹃布	
t_item_name_50010301	羽毛	
t_item_name_50010302	兽角	
t_item_name_50010303	硬壳	
t_item_name_50010304	利齿	
t_item_name_50010305	珍宝	
t_item_name_50010401	腐液	
t_item_name_50010402	头骨	
t_item_name_50010403	龙角	
t_item_name_50010404	图腾	
t_item_name_50010405	神元	
t_item_name_50010501	灵魂宝玉	
t_item_name_50010502	魔兽毒囊	
t_item_name_50010503	魔兽利爪	
t_item_name_50010504	死灵面具	
t_item_name_50010505	恶魔利爪	
t_item_name_50010506	魔之眼	
t_item_name_50010507	圣塔模型	
t_item_name_50010508	冰霜之冠	
t_item_name_50010509	公爵纹章	
t_item_name_50010510	星天灵砂	
t_item_name_50010511	魔神心脏	
t_item_name_50010512	深海之珠	
t_item_name_50010513	龙神翼爪	
t_item_name_50010514	初始之光	
t_item_name_50010515	天使之魂	
t_item_name_60010001	技能精华	
t_item_name_70012001	醉酒熊猫碎片	
t_item_name_70012002	豺狼碎片	
t_item_name_70012003	白熊碎片	
t_item_name_70012004	花豹碎片	
t_item_name_70012005	烈焰凤凰碎片	
t_item_name_70012006	蜥蜴人碎片	
t_item_name_70012007	幽冥独角兽碎片	
t_item_name_70012008	剧毒角蜥碎片	
t_item_name_70012009	铁甲狮鹫碎片	
t_item_name_70012010	炽焰蜥蜴碎片	
t_item_name_70013001	寒冰蜥蜴碎片	
t_item_name_70013002	沼泽鲶鱼碎片	
t_item_name_70013003	青面兽碎片	
t_item_name_70013004	刃角鹰碎片	
t_item_name_70013005	暗黑魔狼碎片	
t_item_name_70013006	灵动蝠碎片	
t_item_name_70013007	鬃毛猪碎片	
t_item_name_70013008	大嘴兽碎片	
t_item_name_70013009	森林狼碎片	
t_item_name_70013010	咧嘴枭碎片	
t_item_name_70014001	鹿角薮犬碎片	
t_item_name_70014002	黑豹碎片	
t_item_name_70014003	人鱼士兵碎片	
t_item_name_70014004	苍狼碎片	
t_item_name_70014005	错牙怪碎片	
t_item_name_70014006	白虎碎片	
t_item_name_70014007	雪狮碎片	
t_item_name_70014008	异化兽碎片	
t_item_name_70014009	青玉雕碎片	
t_item_name_70014010	眼镜王蛇碎片	
t_item_name_70015001	草原狮碎片	
t_item_name_70015002	长耳魔碎片	
t_item_name_70015003	胖龙碎片	
t_item_name_70015004	长角雪人碎片	
t_item_name_70015005	利齿狮碎片	
t_item_name_70015006	青眼白狐碎片	
t_item_name_70015007	利齿兽碎片	
t_item_name_70015008	独角兽碎片	
t_item_name_70015009	尖牙野猪碎片	
t_item_name_70015010	电弧狼碎片	
t_item_desc_10010001	可以前往魔兽聚集地，是挑战副本的必需品	
t_item_desc_10010002	可以吸引到周围的神器的道具，是挑战神器副本的必需品	
t_item_desc_10020001	用来召唤宠物的道具	
t_item_desc_10030001	用来开启装备宝箱的钥匙	
t_item_desc_10040001	用来挖掘宝石的铲子	
t_item_desc_30020001	装备+1-5的强化材料	
t_item_desc_30020002	装备+6-10的强化材料	
t_item_desc_30020003	装备+11-15的强化材料	
t_item_desc_30020004	装备+16-20的强化材料	
t_item_desc_30030001	可为宠物提供10点经验	
t_item_desc_30030002	可为宠物提供50点经验	
t_item_desc_30030003	可为宠物提供200点经验	
t_item_desc_30040001	改变装备优秀属性的材料	
t_item_desc_30040002	改变装备稀有属性的材料	
t_item_desc_30040003	改变装备史诗属性的材料	
t_item_desc_30040004	改变装备传奇属性的材料	
t_item_desc_30050001	用来锻造神器所需要的材料	
t_item_desc_50010101	常用的铁矿，含有微量的魔法元素	
t_item_desc_50010102	异常坚固的矿石	
t_item_desc_50010103	一种坚硬的矿石，打造而成的装备具有一定柔韧性	
t_item_desc_50010104	轻如羽毛，坚如龙鳞，与魔法有相当的亲和性	
t_item_desc_50010105	神奇宝贵的魔力金属，坚硬无比，也哟拥有充沛的魔法亲和力	
t_item_desc_50010201	从动物身上收集到的毛发	
t_item_desc_50010202	使用丝绸棉布纺织成的布料，手感非常舒服	
t_item_desc_50010203	各种魔兽的皮毛制作的纤维布	
t_item_desc_50010204	用含有龙的血脉的生物的皮毛所制成的皮革	
t_item_desc_50010205	星空浩瀚之力加持的皮革	
t_item_desc_50010301	魔兽的羽毛，含有魔力	
t_item_desc_50010302	从兽人身上提取的脂肪，几乎没有任何兽臭味	
t_item_desc_50010303	含有大量魔力的骨质	
t_item_desc_50010304	坚固的牙齿，可以用来打造装备	
t_item_desc_50010305	来自大海的珍奇的宝物	
t_item_desc_50010401	亡灵腐烂后用莲花出的腐烂液体	
t_item_desc_50010402	恶魔的皮革，拥有很强的柔韧性和坚固性	
t_item_desc_50010403	龙族的龙角，是制作装备的上好材料	
t_item_desc_50010404	一种请神的图腾	
t_item_desc_50010405	天使能量的精华	
t_item_desc_50010501	意念汇聚，所产生的宝玉，具有远超其本身所能承受的力量。	
t_item_desc_50010502	魔兽身体内的毒囊，含有致命的毒素	
t_item_desc_50010503	仿佛一柄尖刀一样的魔兽的利爪	
t_item_desc_50010504	死灵为防止圣光照射而特意打造的面具	
t_item_desc_50010505	恶魔尖锐的利爪，具有特别好的价值	
t_item_desc_50010506	照射到人的身上就会让人失去防抗的意识	
t_item_desc_50010507	一个用秘宝材料制作的圣塔模型	
t_item_desc_50010508	冰雪女王的王冠，冰雪女王借由它释放各种魔法	
t_item_desc_50010509	代表了公爵家族荣耀的文章	
t_item_desc_50010510	承载有无数星天之力的一种灵砂	
t_item_desc_50010511	魔神强大力量的来源	
t_item_desc_50010512	海族最高权利的象征	
t_item_desc_50010513	传闻是龙神尼德霍格所留下的翼爪	
t_item_desc_50010514	无数渴望永生的人死去，留下了希望的光	
t_item_desc_50010515	散发着光芒的能量球，代表了世间秩序	
t_item_desc_60010001	可用于提升技能等级	
t_item_desc_70012001	可用于合成和升级醉酒熊猫	
t_item_desc_70012002	可用于合成和升级豺狼	
t_item_desc_70012003	可用于合成和升级白熊	
t_item_desc_70012004	可用于合成和升级花豹	
t_item_desc_70012005	可用于合成和升级烈焰凤凰	
t_item_desc_70012006	可用于合成和升级蜥蜴人	
t_item_desc_70012007	可用于合成和升级幽冥独角兽	
t_item_desc_70012008	可用于合成和升级剧毒角蜥	
t_item_desc_70012009	可用于合成和升级铁甲狮鹫	
t_item_desc_70012010	可用于合成和升级炽焰蜥蜴	
t_item_desc_70013001	可用于合成和升级寒冰蜥蜴	
t_item_desc_70013002	可用于合成和升级沼泽鲶鱼	
t_item_desc_70013003	可用于合成和升级青面兽	
t_item_desc_70013004	可用于合成和升级刃角鹰	
t_item_desc_70013005	可用于合成和升级暗黑魔狼	
t_item_desc_70013006	可用于合成和升级灵动蝠	
t_item_desc_70013007	可用于合成和升级鬃毛猪	
t_item_desc_70013008	可用于合成和升级大嘴兽	
t_item_desc_70013009	可用于合成和升级森林狼	
t_item_desc_70013010	可用于合成和升级咧嘴枭	
t_item_desc_70014001	可用于合成和升级鹿角薮犬	
t_item_desc_70014002	可用于合成和升级黑豹	
t_item_desc_70014003	可用于合成和升级人鱼士兵	
t_item_desc_70014004	可用于合成和升级苍狼	
t_item_desc_70014005	可用于合成和升级错牙怪	
t_item_desc_70014006	可用于合成和升级白虎	
t_item_desc_70014007	可用于合成和升级雪狮	
t_item_desc_70014008	可用于合成和升级异化兽	
t_item_desc_70014009	可用于合成和升级青玉雕	
t_item_desc_70014010	可用于合成和升级眼镜王蛇	
t_item_desc_70015001	可用于合成和升级草原狮	
t_item_desc_70015002	可用于合成和升级长耳魔	
t_item_desc_70015003	可用于合成和升级胖龙	
t_item_desc_70015004	可用于合成和升级长角雪人	
t_item_desc_70015005	可用于合成和升级利齿狮	
t_item_desc_70015006	可用于合成和升级青眼白狐	
t_item_desc_70015007	可用于合成和升级利齿兽	
t_item_desc_70015008	可用于合成和升级独角兽	
t_item_desc_70015009	可用于合成和升级尖牙野猪	
t_item_desc_70015010	可用于合成和升级电弧狼	
t_map_build_name_1001	城堡	
t_map_name_0	城堡	
t_map_name_1	狩猎之林	
t_map_name_2	勇者之森	
t_map_name_3	沃野沼泽	
t_map_name_4	王国废墟	
t_map_name_5	迷雾森林	
t_map_name_6	兽人部落	
t_map_name_7	静寂荒野	
t_map_name_8	失落空间	
t_map_name_9	神秘墓穴	
t_map_name_10	剧毒沼泽	
t_map_name_11	蛮荒之地	
t_map_name_12	恶灵古堡	
t_map_name_13	卡拉尔山脉	
t_map_name_14	龙族巢穴	
t_map_name_15	魔神宫殿	
t_map_narrator_100001	必须找到你{nn}沉睡的...{nn}你被赋予的...命{nn}黑暗要来了{nn}你是最后的人选{nn}没有时间了{nn}只有你{nn}这一次一定是对的	
t_map_narrator_100002	莫名的声音{nn}把我带到这个地方{nn}发生了什么{nn}一切都不重要了{nn}现在{nn}最重要的是{nn}活下去...	
t_map_narrator_100003	偶然的机会{nn}我知道了银月城的存在{nn}那是人类最后的聚集体{nn}我要去那里	
t_map_narrator_100004	银月城{nn}我来了{nn}接下来{nn}我要{nn}开启我的传说...	
t_map_narrator_100100	这城外的危险{nn}在我流浪的时候{nn}就经历过无数次了{nn}接下来我要{nn}成为冒险者{nn}向更高的地方{nn}前进...	
t_map_narrator_100200	英雄的第一次出征{nn}没有人知道意味着什么{nn}后人只知道{nn}世界的历史{nn}在这一刻{nn}由毁灭走向了未知	
t_map_narrator_100300	沼泽地{nn}几十年没有人踏足的死亡之地{nn}英雄{nn}来到了这里{nn}并且带来了{nn}希望的光	
t_map_narrator_100400	断壁残垣中{nn}很难想象这里曾经多么强大的一个帝国{nn}人类从这里开始{nn}最终征服了整个大陆{nn}然而{nn}灭世的灾难{nn}人类已经遗忘了自己曾经有过的辉煌	
t_map_narrator_100500	以森林作为防御{nn}人类勉强渡过灭世的危机{nn}危机渡过的百年来{nn}人类从未走出过{nn}离开幸存地{nn}走出森林的包围{nn}去开辟新的天地	
t_map_narrator_100600	走出保护圈的人类{nn}在百年后见到了{nn}本是自己的领土的地方{nn}已经被各种生灵所占据{nn}走出去{nn}执念的声音在人类心中{nn}不断回响	
t_map_narrator_100700	曾经美丽的大草原{nn}在灭世的灾难之后{nn}竟然长出了一座火山{nn}人类是无法在这种地方生存的{nn}只有那些和恶魔做了交易{nn}被火焰感染的魔兽和兽人{nn}可以在这里生活下去	
t_map_narrator_100800	兽人聚集起来发展了百年{nn}组织起一直强大的军队{nn}不管他们的目的是什么{nn}不能让他们回去{nn}因为他们的老巢{nn}已经不在了	
t_map_narrator_100900	死亡森林{nn}人类统领的时候这里被称为神谕森林{nn}百年过去{nn}人类不在了{nn}这里四处游弋着亡灵{nn}他们都是曾经为了守护这里{nn}保护这里的{nn}英雄	
t_map_narrator_101000	蛮荒之地{nn}这里是前往宇宙海的必经之路{nn}千百年来{nn}这里都是大陆和魔族的缓冲线{nn}百年枯骨{nn}本造就了无数强大的魔兽{nn}如今{nn}只有一些蝼蚁苟延残喘	
t_map_narrator_101100	英雄的第一次出征{nn}没有人知道意味着什么{nn}后人只知道{nn}世界的历史{nn}在这一刻{nn}由毁灭走向了未知	
t_map_narrator_101200	英雄的第一次出征{nn}没有人知道意味着什么{nn}后人只知道{nn}世界的历史{nn}在这一刻{nn}由毁灭走向了未知	
t_map_narrator_101300	英雄的第一次出征{nn}没有人知道意味着什么{nn}后人只知道{nn}世界的历史{nn}在这一刻{nn}由毁灭走向了未知	
t_map_narrator_101400	英雄的第一次出征{nn}没有人知道意味着什么{nn}后人只知道{nn}世界的历史{nn}在这一刻{nn}由毁灭走向了未知	
t_map_narrator_101500	英雄的第一次出征{nn}没有人知道意味着什么{nn}后人只知道{nn}世界的历史{nn}在这一刻{nn}由毁灭走向了未知	
t_npc_name_1	公会接待员:雪莱	
t_npc_name_2	公会后勤管理员:缇娜	
t_npc_name_3	任务管理员:伊迪丝	
t_npc_name_4	杂货店老板:泰勒	
t_npc_name_1000	铁匠:卡普	
t_npc_name_1001	帕莎	
t_npc_name_2001	小花妖	
t_npc_name_2002	铁匠:卡普	
t_npc_name_3000	铁匠:卡普	
t_npc_name_3001	龙之塔管理员:安吉拉	
t_npc_name_3002	机智的商人:卡隆	
t_npc_name_4000	铁匠:卡普	
t_npc_name_4001	竞技场管理员:赛琳娜	
t_resource_name_1	金币	
t_resource_name_2	水晶	
t_resource_name_3	经验	
t_resource_name_4	荣誉	
t_resource_name_5	声望	
t_resource_desc_1	金币不是万能的，没金币是万万不能的	
t_resource_desc_2	亮瞎双眼的水晶，散发着土豪的光芒	
t_resource_desc_3	增加经验值能提升等级，这不废话吗	
t_resource_desc_4	在竞技场风光过的证明，用于在商店购买宝石	
t_resource_desc_5	您的丰功伟绩一定会让人们深深记住	
t_role_name_1	战士	
t_role_name_1001	鹿	
t_role_name_1002	螃蟹	
t_role_name_1003	巫婆	
t_role_name_1004	渔夫	
t_role_name_1005	哥布林战士	
t_role_name_1006	哥布林法师	
t_role_name_1007	熊	
t_role_name_1008	盗贼	
t_role_name_1009	哥布林狂战士	
t_role_name_1010	哥布林先知	
t_role_name_2001	史莱姆	
t_role_name_2002	多翼虫	
t_role_name_2003	蜘蛛	
t_role_name_2004	食人花	
t_role_name_2005	鬼哭树怪	
t_role_name_2006	翠金雀	
t_role_name_2007	幽灵蝎	
t_role_name_2008	多彩鸟	
t_role_name_2009	食人花怪	
t_role_name_2010	翠金螳螂	
t_role_name_3001	蜥蜴	
t_role_name_3002	鳄鱼	
t_role_name_3003	蜘蛛	
t_role_name_3004	囊蛛	
t_role_name_3005	蜥蜴族剑士	
t_role_name_3006	蜥蜴族巫师	
t_role_name_3007	大嘴怪	
t_role_name_3008	蜥蜴族刺客	
t_role_name_3009	蜥蜴族先知	
t_role_name_3010	鳄鱼人	
t_role_name_99999	普鲁都斯	
t_rune_name_1001	1级生命宝石	
t_rune_name_1002	2级生命宝石	
t_rune_name_1003	3级生命宝石	
t_rune_name_1004	4级生命宝石	
t_rune_name_1005	5级生命宝石	
t_rune_name_1006	6级生命宝石	
t_rune_name_1007	7级生命宝石	
t_rune_name_1008	8级生命宝石	
t_rune_name_1009	9级生命宝石	
t_rune_name_1010	10级生命宝石	
t_rune_name_2001	1级攻击宝石	
t_rune_name_2002	2级攻击宝石	
t_rune_name_2003	3级攻击宝石	
t_rune_name_2004	4级攻击宝石	
t_rune_name_2005	5级攻击宝石	
t_rune_name_2006	6级攻击宝石	
t_rune_name_2007	7级攻击宝石	
t_rune_name_2008	8级攻击宝石	
t_rune_name_2009	9级攻击宝石	
t_rune_name_2010	10级攻击宝石	
t_rune_name_3001	1级物防宝石	
t_rune_name_3002	2级物防宝石	
t_rune_name_3003	3级物防宝石	
t_rune_name_3004	4级物防宝石	
t_rune_name_3005	5级物防宝石	
t_rune_name_3006	6级物防宝石	
t_rune_name_3007	7级物防宝石	
t_rune_name_3008	8级物防宝石	
t_rune_name_3009	9级物防宝石	
t_rune_name_3010	10级物防宝石	
t_rune_name_4001	1级魔防宝石	
t_rune_name_4002	2级魔防宝石	
t_rune_name_4003	3级魔防宝石	
t_rune_name_4004	4级魔防宝石	
t_rune_name_4005	5级魔防宝石	
t_rune_name_4006	6级魔防宝石	
t_rune_name_4007	7级魔防宝石	
t_rune_name_4008	8级魔防宝石	
t_rune_name_4009	9级魔防宝石	
t_rune_name_4010	10级魔防宝石	
t_rune_name_5001	1级命中宝石	
t_rune_name_5002	2级命中宝石	
t_rune_name_5003	3级命中宝石	
t_rune_name_5004	4级命中宝石	
t_rune_name_5005	5级命中宝石	
t_rune_name_5006	6级命中宝石	
t_rune_name_5007	7级命中宝石	
t_rune_name_5008	8级命中宝石	
t_rune_name_5009	9级命中宝石	
t_rune_name_5010	10级命中宝石	
t_rune_name_6001	1级闪避宝石	
t_rune_name_6002	2级闪避宝石	
t_rune_name_6003	3级闪避宝石	
t_rune_name_6004	4级闪避宝石	
t_rune_name_6005	5级闪避宝石	
t_rune_name_6006	6级闪避宝石	
t_rune_name_6007	7级闪避宝石	
t_rune_name_6008	8级闪避宝石	
t_rune_name_6009	9级闪避宝石	
t_rune_name_6010	10级闪避宝石	
t_rune_name_7001	1级暴击宝石	
t_rune_name_7002	2级暴击宝石	
t_rune_name_7003	3级暴击宝石	
t_rune_name_7004	4级暴击宝石	
t_rune_name_7005	5级暴击宝石	
t_rune_name_7006	6级暴击宝石	
t_rune_name_7007	7级暴击宝石	
t_rune_name_7008	8级暴击宝石	
t_rune_name_7009	9级暴击宝石	
t_rune_name_7010	10级暴击宝石	
t_rune_name_8001	1级抗暴宝石	
t_rune_name_8002	2级抗暴宝石	
t_rune_name_8003	3级抗暴宝石	
t_rune_name_8004	4级抗暴宝石	
t_rune_name_8005	5级抗暴宝石	
t_rune_name_8006	6级抗暴宝石	
t_rune_name_8007	7级抗暴宝石	
t_rune_name_8008	8级抗暴宝石	
t_rune_name_8009	9级抗暴宝石	
t_rune_name_8010	10级抗暴宝石	
t_spell_name_9999	逃跑	
t_spell_name_1001	斩击	
t_spell_name_1002	横劈	
t_spell_name_1003	上挑	
t_spell_name_1004	重击	
t_spell_name_1005	反击斩	
t_spell_name_1006	反击重斩	
t_spell_name_1007	切割	
t_spell_name_1008	回旋切割	
t_spell_name_1009	破甲	
t_spell_name_1010	突刺	
t_spell_name_1011	连突刺	
t_spell_name_1012	弧光斩	
t_spell_name_1013	弧光连斩	
t_spell_name_1014	弧光三连斩	
t_spell_name_1015	末日弧光	
t_spell_name_1016	蓄力斩	
t_spell_name_1017	陨星	
t_spell_name_2001	脉冲电流	
t_spell_name_2002	雷电咆哮	
t_spell_name_2003	雷神之惩	
t_spell_name_2004	雷云	
t_spell_name_2005	雷云绽放	
t_spell_name_2006	惊奇光	
t_spell_name_2007	砖石护盾	
t_spell_name_2008	雷云守护	
t_spell_name_2009	天国恩赐	
t_spell_name_2010	激怒	
t_spell_name_2011	强攻	
t_spell_name_2012	强力击	
t_spell_name_2013	巨力挥舞	
t_spell_name_2014	集中火力	
t_spell_name_2015	本命一击	
t_spell_name_2016	腐烂气息	
t_spell_name_2017	精神冲击	
t_spell_name_2018	臭气	
t_spell_name_2019	炽魂	
t_spell_name_2020	恐怖波动	
t_spell_desc_1001	基础的斩击招式	
t_spell_desc_1002	横向斩击，衔接于<color=#fdc83a>斩击</color>后	
t_spell_desc_1003	双手向上挑击，衔接于<color=#fdc83a>横劈</color>后	
t_spell_desc_1004	用力向下重砍，衔接于<color=#fdc83a>上挑</color>后	
t_spell_desc_1005	精准格挡后的反击，衔接于<color=#fdc83a>武器防御</color>后	
t_spell_desc_1006	反击后的重斩，衔接于<color=#fdc83a>反击斩</color>后	
t_spell_desc_1007	横向切割敌人，衔接于<color=#fdc83a>斩击</color>后	
t_spell_desc_1008	旋转身体横向切割，提高暴击率，衔接于<color=#fdc83a>切割</color>后	
t_spell_desc_1009	穿透敌人的护甲，衔接于<color=#fdc83a>切割</color>后	
t_spell_desc_1010	向前突刺，造成晕眩，衔接于<color=#fdc83a>斩击</color>后	
t_spell_desc_1011	连续向前突刺，造成晕眩，衔接于<color=#fdc83a>突刺</color>后	
t_spell_desc_1012	双手划出一道弧光，衔接于<color=#fdc83a>横劈</color>后	
t_spell_desc_1013	双手再次划出一道弧光，衔接于<color=#fdc83a>弧光斩</color>后	
t_spell_desc_1014	双手第三次划出一道弧光，衔接于<color=#fdc83a>弧光连斩</color>后	
t_spell_desc_1015	末日打击并回复生命，衔接于<color=#fdc83a>任意弧光</color>后	
t_spell_desc_1016	长时间蓄力后，向前斩杀一击，衔接于<color=#fdc83a>上挑</color>后	
t_spell_desc_1017	星辰陨落般的斩击，衔接于<color=#fdc83a>重击</color>后	
t_spell_desc1_1001	对敌方造成{N11}%攻击的伤害	
t_spell_desc1_1002	对敌方造成{N11}%攻击的伤害	
t_spell_desc1_1003	对敌方造成{N11}%攻击的伤害	
t_spell_desc1_1004	对敌方造成{N11}%攻击的伤害	
t_spell_desc1_1005	对敌方造成{N11}%攻击的伤害，必定暴击	
t_spell_desc1_1006	对敌方造成{N11}%攻击的伤害，必定暴击，提高自身{N211}%的爆伤，持续{T}秒	
t_spell_desc1_1007	对敌方造成{N11}%攻击的伤害	
t_spell_desc1_1008	对敌方造成{N11}%攻击的伤害，提高自身{N211}%的暴击率，持续{T}秒	
t_spell_desc1_1009	对敌方造成{N11}%攻击的伤害，降低敌方{N211}%的防御，持续{T}秒	
