层数	怪	type1	value1	value2	value3	prob	type2	value1	value2	value3	prob	type3	value1	value2	value3	prob	首次type1	value1	value2	value3	prob	首次type1	value1	value2	value3	prob	首次type2	value1	value2	value3	prob	type3	value1	value2	value3	prob
497	1107	1	1	1	0	100	1	1	1	0	80																									
498	1108	1	1	1	0	100	1	1	1	0	80																									
499	1109	1	1	1	0	100	1	1	1	0	80																									
500	1110	1	1	1	0	100	1	1	1	0	80																									
501	1001	1	1	1	0	100	1	1	1	0	80																									
502	1002	1	1	1	0	100	1	1	1	0	80																									
503	1003	1	1	1	0	100	1	1	1	0	80																									
504	1004	1	1	1	0	100	1	1	1	0	80																									
505	1005	1	1	1	0	100	1	1	1	0	80																									
506	1006	1	1	1	0	100	1	1	1	0	80																									
507	1007	1	1	1	0	100	1	1	1	0	80																									
508	1008	1	1	1	0	100	1	1	1	0	80																									
509	1009	1	1	1	0	100	1	1	1	0	80																									
510	1010	1	1	1	0	100	1	1	1	0	80																									
511	1101	1	1	1	0	100	1	1	1	0	80																									
512	1102	1	1	1	0	100	1	1	1	0	80																									
513	1103	1	1	1	0	100	1	1	1	0	80																									
514	1104	1	1	1	0	100	1	1	1	0	80																									
515	1105	1	1	1	0	100	1	1	1	0	80																									
516	1106	1	1	1	0	100	1	1	1	0	80																									
517	1107	1	1	1	0	100	1	1	1	0	80																									
518	1108	1	1	1	0	100	1	1	1	0	80																									
519	1109	1	1	1	0	100	1	1	1	0	80																									
520	1110	1	1	1	0	100	1	1	1	0	80																									
521	1001	1	1	1	0	100	1	1	1	0	80																									
522	1002	1	1	1	0	100	1	1	1	0	80																									
523	1003	1	1	1	0	100	1	1	1	0	80																									
524	1004	1	1	1	0	100	1	1	1	0	80																									
525	1005	1	1	1	0	100	1	1	1	0	80																									
526	1006	1	1	1	0	100	1	1	1	0	80																									
527	1007	1	1	1	0	100	1	1	1	0	80																									
528	1008	1	1	1	0	100	1	1	1	0	80																									
529	1009	1	1	1	0	100	1	1	1	0	80																									
530	1010	1	1	1	0	100	1	1	1	0	80																									
531	1101	1	1	1	0	100	1	1	1	0	80																									
532	1102	1	1	1	0	100	1	1	1	0	80																									
533	1103	1	1	1	0	100	1	1	1	0	80																									
534	1104	1	1	1	0	100	1	1	1	0	80																									
535	1105	1	1	1	0	100	1	1	1	0	80																									
536	1106	1	1	1	0	100	1	1	1	0	80																									
537	1107	1	1	1	0	100	1	1	1	0	80																									
538	1108	1	1	1	0	100	1	1	1	0	80																									
539	1109	1	1	1	0	100	1	1	1	0	80																									
540	1110	1	1	1	0	100	1	1	1	0	80																									
541	1001	1	1	1	0	100	1	1	1	0	80																									
542	1002	1	1	1	0	100	1	1	1	0	80																									
543	1003	1	1	1	0	100	1	1	1	0	80																									
544	1004	1	1	1	0	100	1	1	1	0	80																									
545	1005	1	1	1	0	100	1	1	1	0	80																									
546	1006	1	1	1	0	100	1	1	1	0	80																									
547	1007	1	1	1	0	100	1	1	1	0	80																									
548	1008	1	1	1	0	100	1	1	1	0	80																									
549	1009	1	1	1	0	100	1	1	1	0	80																									
550	1010	1	1	1	0	100	1	1	1	0	80																									
551	1101	1	1	1	0	100	1	1	1	0	80																									
552	1102	1	1	1	0	100	1	1	1	0	80																									
553	1103	1	1	1	0	100	1	1	1	0	80																									
554	1104	1	1	1	0	100	1	1	1	0	80																									
555	1105	1	1	1	0	100	1	1	1	0	80																									
556	1106	1	1	1	0	100	1	1	1	0	80																									
557	1107	1	1	1	0	100	1	1	1	0	80																									
558	1108	1	1	1	0	100	1	1	1	0	80																									
559	1109	1	1	1	0	100	1	1	1	0	80																									
560	1110	1	1	1	0	100	1	1	1	0	80																									
561	1001	1	1	1	0	100	1	1	1	0	80																									
562	1002	1	1	1	0	100	1	1	1	0	80																									
563	1003	1	1	1	0	100	1	1	1	0	80																									
564	1004	1	1	1	0	100	1	1	1	0	80																									
565	1005	1	1	1	0	100	1	1	1	0	80																									
566	1006	1	1	1	0	100	1	1	1	0	80																									
567	1007	1	1	1	0	100	1	1	1	0	80																									
568	1008	1	1	1	0	100	1	1	1	0	80																									
569	1009	1	1	1	0	100	1	1	1	0	80																									
570	1010	1	1	1	0	100	1	1	1	0	80																									
571	1101	1	1	1	0	100	1	1	1	0	80																									
572	1102	1	1	1	0	100	1	1	1	0	80																									
573	1103	1	1	1	0	100	1	1	1	0	80																									
574	1104	1	1	1	0	100	1	1	1	0	80																									
575	1105	1	1	1	0	100	1	1	1	0	80																									
576	1106	1	1	1	0	100	1	1	1	0	80																									
577	1107	1	1	1	0	100	1	1	1	0	80																									
578	1108	1	1	1	0	100	1	1	1	0	80																									
579	1109	1	1	1	0	100	1	1	1	0	80																									
580	1110	1	1	1	0	100	1	1	1	0	80																									
581	1001	1	1	1	0	100	1	1	1	0	80																									
582	1002	1	1	1	0	100	1	1	1	0	80																									
583	1003	1	1	1	0	100	1	1	1	0	80																									
584	1004	1	1	1	0	100	1	1	1	0	80																									
585	1005	1	1	1	0	100	1	1	1	0	80																									
586	1006	1	1	1	0	100	1	1	1	0	80																									
587	1007	1	1	1	0	100	1	1	1	0	80																									
588	1008	1	1	1	0	100	1	1	1	0	80																									
589	1009	1	1	1	0	100	1	1	1	0	80																									
590	1010	1	1	1	0	100	1	1	1	0	80																									
591	1101	1	1	1	0	100	1	1	1	0	80																									
592	1102	1	1	1	0	100	1	1	1	0	80																									
593	1103	1	1	1	0	100	1	1	1	0	80																									
594	1104	1	1	1	0	100	1	1	1	0	80																									
595	1105	1	1	1	0	100	1	1	1	0	80																									
596	1106	1	1	1	0	100	1	1	1	0	80																									
597	1107	1	1	1	0	100	1	1	1	0	80																									
598	1108	1	1	1	0	100	1	1	1	0	80																									
599	1109	1	1	1	0	100	1	1	1	0	80																									
600	1110	1	1	1	0	100	1	1	1	0	80																									
601	1001	1	1	1	0	100	1	1	1	0	80																									
602	1002	1	1	1	0	100	1	1	1	0	80																									
603	1003	1	1	1	0	100	1	1	1	0	80																									
604	1004	1	1	1	0	100	1	1	1	0	80																									
605	1005	1	1	1	0	100	1	1	1	0	80																									
606	1006	1	1	1	0	100	1	1	1	0	80																									
607	1007	1	1	1	0	100	1	1	1	0	80																									
608	1008	1	1	1	0	100	1	1	1	0	80																									
609	1009	1	1	1	0	100	1	1	1	0	80																									
610	1010	1	1	1	0	100	1	1	1	0	80																									
611	1101	1	1	1	0	100	1	1	1	0	80																									
612	1102	1	1	1	0	100	1	1	1	0	80																									
613	1103	1	1	1	0	100	1	1	1	0	80																									
614	1104	1	1	1	0	100	1	1	1	0	80																									
615	1105	1	1	1	0	100	1	1	1	0	80																									
616	1106	1	1	1	0	100	1	1	1	0	80																									
617	1107	1	1	1	0	100	1	1	1	0	80																									
618	1108	1	1	1	0	100	1	1	1	0	80																									
619	1109	1	1	1	0	100	1	1	1	0	80																									
620	1110	1	1	1	0	100	1	1	1	0	80																									
621	1001	1	1	1	0	100	1	1	1	0	80																									
622	1002	1	1	1	0	100	1	1	1	0	80																									
623	1003	1	1	1	0	100	1	1	1	0	80																									
624	1004	1	1	1	0	100	1	1	1	0	80																									
625	1005	1	1	1	0	100	1	1	1	0	80																									
626	1006	1	1	1	0	100	1	1	1	0	80																									
627	1007	1	1	1	0	100	1	1	1	0	80																									
628	1008	1	1	1	0	100	1	1	1	0	80																									
629	1009	1	1	1	0	100	1	1	1	0	80																									
630	1010	1	1	1	0	100	1	1	1	0	80																									
631	1101	1	1	1	0	100	1	1	1	0	80																									
632	1102	1	1	1	0	100	1	1	1	0	80																									
633	1103	1	1	1	0	100	1	1	1	0	80																									
634	1104	1	1	1	0	100	1	1	1	0	80																									
635	1105	1	1	1	0	100	1	1	1	0	80																									
636	1106	1	1	1	0	100	1	1	1	0	80																									
637	1107	1	1	1	0	100	1	1	1	0	80																									
638	1108	1	1	1	0	100	1	1	1	0	80																									
639	1109	1	1	1	0	100	1	1	1	0	80																									
640	1110	1	1	1	0	100	1	1	1	0	80																									
641	1001	1	1	1	0	100	1	1	1	0	80																									
642	1002	1	1	1	0	100	1	1	1	0	80																									
643	1003	1	1	1	0	100	1	1	1	0	80																									
644	1004	1	1	1	0	100	1	1	1	0	80																									
645	1005	1	1	1	0	100	1	1	1	0	80																									
646	1006	1	1	1	0	100	1	1	1	0	80																									
647	1007	1	1	1	0	100	1	1	1	0	80																									
648	1008	1	1	1	0	100	1	1	1	0	80																									
649	1009	1	1	1	0	100	1	1	1	0	80																									
650	1010	1	1	1	0	100	1	1	1	0	80																									
651	1101	1	1	1	0	100	1	1	1	0	80																									
652	1102	1	1	1	0	100	1	1	1	0	80																									
653	1103	1	1	1	0	100	1	1	1	0	80																									
654	1104	1	1	1	0	100	1	1	1	0	80																									
655	1105	1	1	1	0	100	1	1	1	0	80																									
656	1106	1	1	1	0	100	1	1	1	0	80																									
657	1107	1	1	1	0	100	1	1	1	0	80																									
658	1108	1	1	1	0	100	1	1	1	0	80																									
659	1109	1	1	1	0	100	1	1	1	0	80																									
660	1110	1	1	1	0	100	1	1	1	0	80																									
661	1001	1	1	1	0	100	1	1	1	0	80																									
662	1002	1	1	1	0	100	1	1	1	0	80																									
663	1003	1	1	1	0	100	1	1	1	0	80																									
664	1004	1	1	1	0	100	1	1	1	0	80																									
665	1005	1	1	1	0	100	1	1	1	0	80																									
666	1006	1	1	1	0	100	1	1	1	0	80																									
667	1007	1	1	1	0	100	1	1	1	0	80																									
668	1008	1	1	1	0	100	1	1	1	0	80																									
669	1009	1	1	1	0	100	1	1	1	0	80																									
670	1010	1	1	1	0	100	1	1	1	0	80																									
671	1101	1	1	1	0	100	1	1	1	0	80																									
672	1102	1	1	1	0	100	1	1	1	0	80																									
673	1103	1	1	1	0	100	1	1	1	0	80																									
674	1104	1	1	1	0	100	1	1	1	0	80																									
675	1105	1	1	1	0	100	1	1	1	0	80																									
676	1106	1	1	1	0	100	1	1	1	0	80																									
677	1107	1	1	1	0	100	1	1	1	0	80																									
678	1108	1	1	1	0	100	1	1	1	0	80																									
679	1109	1	1	1	0	100	1	1	1	0	80																									
680	1110	1	1	1	0	100	1	1	1	0	80																									
681	1001	1	1	1	0	100	1	1	1	0	80																									
682	1002	1	1	1	0	100	1	1	1	0	80																									
683	1003	1	1	1	0	100	1	1	1	0	80																									
684	1004	1	1	1	0	100	1	1	1	0	80																									
685	1005	1	1	1	0	100	1	1	1	0	80																									
686	1006	1	1	1	0	100	1	1	1	0	80																									
687	1007	1	1	1	0	100	1	1	1	0	80																									
688	1008	1	1	1	0	100	1	1	1	0	80																									
689	1009	1	1	1	0	100	1	1	1	0	80																									
690	1010	1	1	1	0	100	1	1	1	0	80																									
691	1101	1	1	1	0	100	1	1	1	0	80																									
692	1102	1	1	1	0	100	1	1	1	0	80																									
693	1103	1	1	1	0	100	1	1	1	0	80																									
694	1104	1	1	1	0	100	1	1	1	0	80																									
695	1105	1	1	1	0	100	1	1	1	0	80																									
696	1106	1	1	1	0	100	1	1	1	0	80																									
697	1107	1	1	1	0	100	1	1	1	0	80																									
698	1108	1	1	1	0	100	1	1	1	0	80																									
699	1109	1	1	1	0	100	1	1	1	0	80																									
700	1110	1	1	1	0	100	1	1	1	0	80																									
701	1001	1	1	1	0	100	1	1	1	0	80																									
702	1002	1	1	1	0	100	1	1	1	0	80																									
703	1003	1	1	1	0	100	1	1	1	0	80																									
704	1004	1	1	1	0	100	1	1	1	0	80																									
705	1005	1	1	1	0	100	1	1	1	0	80																									
706	1006	1	1	1	0	100	1	1	1	0	80																									
707	1007	1	1	1	0	100	1	1	1	0	80																									
708	1008	1	1	1	0	100	1	1	1	0	80																									
709	1009	1	1	1	0	100	1	1	1	0	80																									
710	1010	1	1	1	0	100	1	1	1	0	80																									
711	1101	1	1	1	0	100	1	1	1	0	80																									
712	1102	1	1	1	0	100	1	1	1	0	80																									
713	1103	1	1	1	0	100	1	1	1	0	80																									
714	1104	1	1	1	0	100	1	1	1	0	80																									
715	1105	1	1	1	0	100	1	1	1	0	80																									
716	1106	1	1	1	0	100	1	1	1	0	80																									
717	1107	1	1	1	0	100	1	1	1	0	80																									
718	1108	1	1	1	0	100	1	1	1	0	80																									
719	1109	1	1	1	0	100	1	1	1	0	80																									
720	1110	1	1	1	0	100	1	1	1	0	80																									
721	1001	1	1	1	0	100	1	1	1	0	80																									
722	1002	1	1	1	0	100	1	1	1	0	80																									
723	1003	1	1	1	0	100	1	1	1	0	80																									
724	1004	1	1	1	0	100	1	1	1	0	80																									
725	1005	1	1	1	0	100	1	1	1	0	80																									
726	1006	1	1	1	0	100	1	1	1	0	80																									
727	1007	1	1	1	0	100	1	1	1	0	80																									
728	1008	1	1	1	0	100	1	1	1	0	80																									
729	1009	1	1	1	0	100	1	1	1	0	80																									
730	1010	1	1	1	0	100	1	1	1	0	80																									
731	1101	1	1	1	0	100	1	1	1	0	80																									
732	1102	1	1	1	0	100	1	1	1	0	80																									
733	1103	1	1	1	0	100	1	1	1	0	80																									
734	1104	1	1	1	0	100	1	1	1	0	80																									
735	1105	1	1	1	0	100	1	1	1	0	80																									
736	1106	1	1	1	0	100	1	1	1	0	80																									
737	1107	1	1	1	0	100	1	1	1	0	80																									
738	1108	1	1	1	0	100	1	1	1	0	80																									
739	1109	1	1	1	0	100	1	1	1	0	80																									
740	1110	1	1	1	0	100	1	1	1	0	80																									
741	1001	1	1	1	0	100	1	1	1	0	80																									
742	1002	1	1	1	0	100	1	1	1	0	80																									
743	1003	1	1	1	0	100	1	1	1	0	80																									
744	1004	1	1	1	0	100	1	1	1	0	80																									
745	1005	1	1	1	0	100	1	1	1	0	80																									
746	1006	1	1	1	0	100	1	1	1	0	80																									
747	1007	1	1	1	0	100	1	1	1	0	80																									
748	1008	1	1	1	0	100	1	1	1	0	80																									
749	1009	1	1	1	0	100	1	1	1	0	80																									
750	1010	1	1	1	0	100	1	1	1	0	80																									
751	1101	1	1	1	0	100	1	1	1	0	80																									
752	1102	1	1	1	0	100	1	1	1	0	80																									
753	1103	1	1	1	0	100	1	1	1	0	80																									
754	1104	1	1	1	0	100	1	1	1	0	80																									
755	1105	1	1	1	0	100	1	1	1	0	80																									
756	1106	1	1	1	0	100	1	1	1	0	80																									
757	1107	1	1	1	0	100	1	1	1	0	80																									
758	1108	1	1	1	0	100	1	1	1	0	80																									
759	1109	1	1	1	0	100	1	1	1	0	80																									
760	1110	1	1	1	0	100	1	1	1	0	80																									
761	1001	1	1	1	0	100	1	1	1	0	80																									
762	1002	1	1	1	0	100	1	1	1	0	80																									
763	1003	1	1	1	0	100	1	1	1	0	80																									
764	1004	1	1	1	0	100	1	1	1	0	80																									
765	1005	1	1	1	0	100	1	1	1	0	80																									
766	1006	1	1	1	0	100	1	1	1	0	80																									
767	1007	1	1	1	0	100	1	1	1	0	80																									
768	1008	1	1	1	0	100	1	1	1	0	80																									
769	1009	1	1	1	0	100	1	1	1	0	80																									
770	1010	1	1	1	0	100	1	1	1	0	80																									
771	1101	1	1	1	0	100	1	1	1	0	80																									
772	1102	1	1	1	0	100	1	1	1	0	80																									
773	1103	1	1	1	0	100	1	1	1	0	80																									
774	1104	1	1	1	0	100	1	1	1	0	80																									
775	1105	1	1	1	0	100	1	1	1	0	80																									
776	1106	1	1	1	0	100	1	1	1	0	80																									
777	1107	1	1	1	0	100	1	1	1	0	80																									
778	1108	1	1	1	0	100	1	1	1	0	80																									
779	1109	1	1	1	0	100	1	1	1	0	80																									
780	1110	1	1	1	0	100	1	1	1	0	80																									
781	1001	1	1	1	0	100	1	1	1	0	80																									
782	1002	1	1	1	0	100	1	1	1	0	80																									
783	1003	1	1	1	0	100	1	1	1	0	80																									
784	1004	1	1	1	0	100	1	1	1	0	80																									
785	1005	1	1	1	0	100	1	1	1	0	80																									
786	1006	1	1	1	0	100	1	1	1	0	80																									
787	1007	1	1	1	0	100	1	1	1	0	80																									
788	1008	1	1	1	0	100	1	1	1	0	80																									
789	1009	1	1	1	0	100	1	1	1	0	80																									
790	1010	1	1	1	0	100	1	1	1	0	80																									
791	1101	1	1	1	0	100	1	1	1	0	80																									
792	1102	1	1	1	0	100	1	1	1	0	80																									
793	1103	1	1	1	0	100	1	1	1	0	80																									
794	1104	1	1	1	0	100	1	1	1	0	80																									
795	1105	1	1	1	0	100	1	1	1	0	80																									
796	1106	1	1	1	0	100	1	1	1	0	80																									
797	1107	1	1	1	0	100	1	1	1	0	80																									
798	1108	1	1	1	0	100	1	1	1	0	80																									
799	1109	1	1	1	0	100	1	1	1	0	80																									
800	1110	1	1	1	0	100	1	1	1	0	80																									
801	1001	1	1	1	0	100	1	1	1	0	80																									
802	1002	1	1	1	0	100	1	1	1	0	80																									
803	1003	1	1	1	0	100	1	1	1	0	80																									
804	1004	1	1	1	0	100	1	1	1	0	80																									
805	1005	1	1	1	0	100	1	1	1	0	80																									
806	1006	1	1	1	0	100	1	1	1	0	80																									
807	1007	1	1	1	0	100	1	1	1	0	80																									
808	1008	1	1	1	0	100	1	1	1	0	80																									
809	1009	1	1	1	0	100	1	1	1	0	80																									
810	1010	1	1	1	0	100	1	1	1	0	80																									
811	1101	1	1	1	0	100	1	1	1	0	80																									
812	1102	1	1	1	0	100	1	1	1	0	80																									
813	1103	1	1	1	0	100	1	1	1	0	80																									
814	1104	1	1	1	0	100	1	1	1	0	80																									
815	1105	1	1	1	0	100	1	1	1	0	80																									
816	1106	1	1	1	0	100	1	1	1	0	80																									
817	1107	1	1	1	0	100	1	1	1	0	80																									
818	1108	1	1	1	0	100	1	1	1	0	80																									
819	1109	1	1	1	0	100	1	1	1	0	80																									
820	1110	1	1	1	0	100	1	1	1	0	80																									
821	1001	1	1	1	0	100	1	1	1	0	80																									
822	1002	1	1	1	0	100	1	1	1	0	80																									
823	1003	1	1	1	0	100	1	1	1	0	80																									
824	1004	1	1	1	0	100	1	1	1	0	80																									
825	1005	1	1	1	0	100	1	1	1	0	80																									
826	1006	1	1	1	0	100	1	1	1	0	80																									
827	1007	1	1	1	0	100	1	1	1	0	80																									
828	1008	1	1	1	0	100	1	1	1	0	80																									
829	1009	1	1	1	0	100	1	1	1	0	80																									
830	1010	1	1	1	0	100	1	1	1	0	80																									
831	1101	1	1	1	0	100	1	1	1	0	80																									
832	1102	1	1	1	0	100	1	1	1	0	80																									
833	1103	1	1	1	0	100	1	1	1	0	80																									
834	1104	1	1	1	0	100	1	1	1	0	80																									
835	1105	1	1	1	0	100	1	1	1	0	80																									
836	1106	1	1	1	0	100	1	1	1	0	80																									
837	1107	1	1	1	0	100	1	1	1	0	80																									
838	1108	1	1	1	0	100	1	1	1	0	80																									
839	1109	1	1	1	0	100	1	1	1	0	80																									
840	1110	1	1	1	0	100	1	1	1	0	80																									
841	1001	1	1	1	0	100	1	1	1	0	80																									
842	1002	1	1	1	0	100	1	1	1	0	80																									
843	1003	1	1	1	0	100	1	1	1	0	80																									
844	1004	1	1	1	0	100	1	1	1	0	80																									
845	1005	1	1	1	0	100	1	1	1	0	80																									
846	1006	1	1	1	0	100	1	1	1	0	80																									
847	1007	1	1	1	0	100	1	1	1	0	80																									
848	1008	1	1	1	0	100	1	1	1	0	80																									
849	1009	1	1	1	0	100	1	1	1	0	80																									
850	1010	1	1	1	0	100	1	1	1	0	80																									
851	1101	1	1	1	0	100	1	1	1	0	80																									
852	1102	1	1	1	0	100	1	1	1	0	80																									
853	1103	1	1	1	0	100	1	1	1	0	80																									
854	1104	1	1	1	0	100	1	1	1	0	80																									
855	1105	1	1	1	0	100	1	1	1	0	80																									
856	1106	1	1	1	0	100	1	1	1	0	80																									
857	1107	1	1	1	0	100	1	1	1	0	80																									
858	1108	1	1	1	0	100	1	1	1	0	80																									
859	1109	1	1	1	0	100	1	1	1	0	80																									
860	1110	1	1	1	0	100	1	1	1	0	80																									
861	1001	1	1	1	0	100	1	1	1	0	80																									
862	1002	1	1	1	0	100	1	1	1	0	80																									
863	1003	1	1	1	0	100	1	1	1	0	80																									
864	1004	1	1	1	0	100	1	1	1	0	80																									
865	1005	1	1	1	0	100	1	1	1	0	80																									
866	1006	1	1	1	0	100	1	1	1	0	80																									
867	1007	1	1	1	0	100	1	1	1	0	80																									
868	1008	1	1	1	0	100	1	1	1	0	80																									
869	1009	1	1	1	0	100	1	1	1	0	80																									
870	1010	1	1	1	0	100	1	1	1	0	80																									
871	1101	1	1	1	0	100	1	1	1	0	80																									
872	1102	1	1	1	0	100	1	1	1	0	80																									
873	1103	1	1	1	0	100	1	1	1	0	80																									
874	1104	1	1	1	0	100	1	1	1	0	80																									
875	1105	1	1	1	0	100	1	1	1	0	80																									
876	1106	1	1	1	0	100	1	1	1	0	80																									
877	1107	1	1	1	0	100	1	1	1	0	80																									
878	1108	1	1	1	0	100	1	1	1	0	80																									
879	1109	1	1	1	0	100	1	1	1	0	80																									
880	1110	1	1	1	0	100	1	1	1	0	80																									
881	1001	1	1	1	0	100	1	1	1	0	80																									
882	1002	1	1	1	0	100	1	1	1	0	80																									
883	1003	1	1	1	0	100	1	1	1	0	80																									
884	1004	1	1	1	0	100	1	1	1	0	80																									
885	1005	1	1	1	0	100	1	1	1	0	80																									
886	1006	1	1	1	0	100	1	1	1	0	80																									
887	1007	1	1	1	0	100	1	1	1	0	80																									
888	1008	1	1	1	0	100	1	1	1	0	80																									
889	1009	1	1	1	0	100	1	1	1	0	80																									
890	1010	1	1	1	0	100	1	1	1	0	80																									
891	1101	1	1	1	0	100	1	1	1	0	80																									
892	1102	1	1	1	0	100	1	1	1	0	80																									
893	1103	1	1	1	0	100	1	1	1	0	80																									
894	1104	1	1	1	0	100	1	1	1	0	80																									
895	1105	1	1	1	0	100	1	1	1	0	80																									
896	1106	1	1	1	0	100	1	1	1	0	80																									
897	1107	1	1	1	0	100	1	1	1	0	80																									
898	1108	1	1	1	0	100	1	1	1	0	80																									
899	1109	1	1	1	0	100	1	1	1	0	80																									
900	1110	1	1	1	0	100	1	1	1	0	80																									
901	1001	1	1	1	0	100	1	1	1	0	80																									
902	1002	1	1	1	0	100	1	1	1	0	80																									
903	1003	1	1	1	0	100	1	1	1	0	80																									
904	1004	1	1	1	0	100	1	1	1	0	80																									
905	1005	1	1	1	0	100	1	1	1	0	80																									
906	1006	1	1	1	0	100	1	1	1	0	80																									
907	1007	1	1	1	0	100	1	1	1	0	80																									
908	1008	1	1	1	0	100	1	1	1	0	80																									
909	1009	1	1	1	0	100	1	1	1	0	80																									
910	1010	1	1	1	0	100	1	1	1	0	80																									
911	1101	1	1	1	0	100	1	1	1	0	80																									
912	1102	1	1	1	0	100	1	1	1	0	80																									
913	1103	1	1	1	0	100	1	1	1	0	80																									
914	1104	1	1	1	0	100	1	1	1	0	80																									
915	1105	1	1	1	0	100	1	1	1	0	80																									
916	1106	1	1	1	0	100	1	1	1	0	80																									
917	1107	1	1	1	0	100	1	1	1	0	80																									
918	1108	1	1	1	0	100	1	1	1	0	80																									
919	1109	1	1	1	0	100	1	1	1	0	80																									
920	1110	1	1	1	0	100	1	1	1	0	80																									
921	1001	1	1	1	0	100	1	1	1	0	80																									
922	1002	1	1	1	0	100	1	1	1	0	80																									
923	1003	1	1	1	0	100	1	1	1	0	80																									
924	1004	1	1	1	0	100	1	1	1	0	80																									
925	1005	1	1	1	0	100	1	1	1	0	80																									
926	1006	1	1	1	0	100	1	1	1	0	80																									
927	1007	1	1	1	0	100	1	1	1	0	80																									
928	1008	1	1	1	0	100	1	1	1	0	80																									
929	1009	1	1	1	0	100	1	1	1	0	80																									
930	1010	1	1	1	0	100	1	1	1	0	80																									
931	1101	1	1	1	0	100	1	1	1	0	80																									
932	1102	1	1	1	0	100	1	1	1	0	80																									
933	1103	1	1	1	0	100	1	1	1	0	80																									
934	1104	1	1	1	0	100	1	1	1	0	80																									
935	1105	1	1	1	0	100	1	1	1	0	80																									
936	1106	1	1	1	0	100	1	1	1	0	80																									
937	1107	1	1	1	0	100	1	1	1	0	80																									
938	1108	1	1	1	0	100	1	1	1	0	80																									
939	1109	1	1	1	0	100	1	1	1	0	80																									
940	1110	1	1	1	0	100	1	1	1	0	80																									
941	1001	1	1	1	0	100	1	1	1	0	80																									
942	1002	1	1	1	0	100	1	1	1	0	80																									
943	1003	1	1	1	0	100	1	1	1	0	80																									
944	1004	1	1	1	0	100	1	1	1	0	80																									
945	1005	1	1	1	0	100	1	1	1	0	80																									
946	1006	1	1	1	0	100	1	1	1	0	80																									
947	1007	1	1	1	0	100	1	1	1	0	80																									
948	1008	1	1	1	0	100	1	1	1	0	80																									
949	1009	1	1	1	0	100	1	1	1	0	80																									
950	1010	1	1	1	0	100	1	1	1	0	80																									
951	1101	1	1	1	0	100	1	1	1	0	80																									
952	1102	1	1	1	0	100	1	1	1	0	80																									
953	1103	1	1	1	0	100	1	1	1	0	80																									
954	1104	1	1	1	0	100	1	1	1	0	80																									
955	1105	1	1	1	0	100	1	1	1	0	80																									
956	1106	1	1	1	0	100	1	1	1	0	80																									
957	1107	1	1	1	0	100	1	1	1	0	80																									
958	1108	1	1	1	0	100	1	1	1	0	80																									
959	1109	1	1	1	0	100	1	1	1	0	80																									
960	1110	1	1	1	0	100	1	1	1	0	80																									
961	1001	1	1	1	0	100	1	1	1	0	80																									
962	1002	1	1	1	0	100	1	1	1	0	80																									
963	1003	1	1	1	0	100	1	1	1	0	80																									
964	1004	1	1	1	0	100	1	1	1	0	80																									
965	1005	1	1	1	0	100	1	1	1	0	80																									
966	1006	1	1	1	0	100	1	1	1	0	80																									
967	1007	1	1	1	0	100	1	1	1	0	80																									
968	1008	1	1	1	0	100	1	1	1	0	80																									
969	1009	1	1	1	0	100	1	1	1	0	80																									
970	1010	1	1	1	0	100	1	1	1	0	80																									
971	1101	1	1	1	0	100	1	1	1	0	80																									
972	1102	1	1	1	0	100	1	1	1	0	80																									
973	1103	1	1	1	0	100	1	1	1	0	80																									
974	1104	1	1	1	0	100	1	1	1	0	80																									
975	1105	1	1	1	0	100	1	1	1	0	80																									
976	1106	1	1	1	0	100	1	1	1	0	80																									
977	1107	1	1	1	0	100	1	1	1	0	80																									
978	1108	1	1	1	0	100	1	1	1	0	80																									
979	1109	1	1	1	0	100	1	1	1	0	80																									
980	1110	1	1	1	0	100	1	1	1	0	80																									
981	1001	1	1	1	0	100	1	1	1	0	80																									
982	1002	1	1	1	0	100	1	1	1	0	80																									
983	1003	1	1	1	0	100	1	1	1	0	80																									
984	1004	1	1	1	0	100	1	1	1	0	80																									
985	1005	1	1	1	0	100	1	1	1	0	80																									
986	1006	1	1	1	0	100	1	1	1	0	80																									
987	1007	1	1	1	0	100	1	1	1	0	80																									
988	1008	1	1	1	0	100	1	1	1	0	80																									
989	1009	1	1	1	0	100	1	1	1	0	80																									
990	1010	1	1	1	0	100	1	1	1	0	80																									
991	1101	1	1	1	0	100	1	1	1	0	80																									
992	1102	1	1	1	0	100	1	1	1	0	80																									
993	1103	1	1	1	0	100	1	1	1	0	80																									
994	1104	1	1	1	0	100	1	1	1	0	80																									
995	1105	1	1	1	0	100	1	1	1	0	80																									
996	1106	1	1	1	0	100	1	1	1	0	80																									
997	1107	1	1	1	0	100	1	1	1	0	80																									
998	1108	1	1	1	0	100	1	1	1	0	80																									
999	1109	1	1	1	0	100	1	1	1	0	80																									
1000	1110	1	1	1	0	100	1	1	1	0	80																									
